instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
188,2011-07-07,3_Summer,0,7,False,Thursday,True,good,0.8608574362839028,0.7978213934303143,0.6696658097686375,0.2820375066510841,754,3838,4592
189,2011-07-08,3_Summer,0,7,False,Friday,True,medium,0.8099775137981247,0.776309930976401,0.7793491002570694,0.41795360805720727,692,3348,4040
190,2011-07-09,3_Summer,0,7,False,Saturday,False,good,0.8400895361034002,0.7680075145728738,0.6263928020565553,0.2999977529076654,1988,3348,5336
191,2011-07-10,3_Summer,0,7,False,Sunday,False,good,0.8577423135592819,0.8019614442345395,0.5946868894601542,0.3320734498206759,1743,3138,4881
192,2011-07-11,3_Summer,0,7,False,Monday,True,good,0.8764330499070072,0.8541767520789513,0.653812853470437,0.5358909092333437,723,3363,4086
193,2011-07-12,3_Summer,0,7,False,Tuesday,True,good,0.9158916864352354,0.8666087182066675,0.5749789203084833,0.3666724871168424,662,3596,4258
194,2011-07-13,3_Summer,0,7,False,Wednesday,True,good,0.8567043546674382,0.8011462978967386,0.6495290488431876,0.2550991988188129,748,3594,4342
195,2011-07-14,3_Summer,0,7,False,Thursday,True,good,0.7746719588863611,0.7298702171518341,0.4897172236503856,0.44998601236560487,888,4196,5084
196,2011-07-15,3_Summer,0,7,False,Friday,True,good,0.7528660998140146,0.7157817056484259,0.6079691516709512,0.3307581792614818,1318,4220,5538
197,2011-07-16,3_Summer,0,7,False,Saturday,False,good,0.7819414092765364,0.7340168311310817,0.6015424164524421,0.3833463245506383,2418,3505,5923
198,2011-07-17,3_Summer,0,7,False,Sunday,False,good,0.8224380046966082,0.7754567182234693,0.6212514138817481,0.45898675101990166,2006,3296,5302
199,2011-07-18,3_Summer,0,7,False,Monday,True,good,0.8567043546674382,0.8202070707972315,0.6696658097686375,0.3987296300564474,841,3617,4458
200,2011-07-19,3_Summer,0,7,False,Tuesday,True,good,0.8940858273628891,0.8773775757836693,0.6688092544987148,0.22307710227341837,752,3789,4541
201,2011-07-20,3_Summer,0,7,False,Wednesday,True,good,0.8837012542480929,0.8765519283658324,0.7270776349614396,0.18847806497725184,644,3688,4332
202,2011-07-21,3_Summer,0,7,False,Thursday,True,medium,0.9418506271240463,0.9809339765594891,0.7107969151670952,0.41154630257448754,632,3152,3784
203,2011-07-22,3_Summer,0,7,False,Friday,True,good,0.983385181435962,1.0,0.5968298200514139,0.2282309837749626,562,2825,3387
204,2011-07-23,3_Summer,0,7,False,Saturday,False,good,0.9844243863768954,0.9519457451198855,0.5141388174807198,0.224357326438402,987,2298,3285
205,2011-07-24,3_Summer,0,7,False,Sunday,False,good,0.9605413634717719,0.939530843247228,0.5664092544987147,0.30259324763184303,1050,2556,3606
206,2011-07-25,3_Summer,0,7,False,Monday,True,good,0.8525500270018838,0.8425651828290539,0.7784915167095116,0.14104441965541975,568,3272,3840
207,2011-07-26,3_Summer,0,7,False,Tuesday,True,good,0.8878555819136473,0.8110895080559035,0.5561264781491003,0.36668073332724493,750,3840,4590
208,2011-07-27,3_Summer,0,7,False,Wednesday,True,good,0.8920086635301119,0.802804155907435,0.41431053984575844,0.3320569573998709,755,3901,4656
209,2011-07-28,3_Summer,0,7,False,Thursday,True,good,0.8972009500875101,0.8674291150844864,0.5998282776349615,0.3217821792383924,606,3784,4390
210,2011-07-29,3_Summer,0,7,False,Friday,True,good,0.9709246905374782,0.9278982718372584,0.557840616966581,0.31283297939911103,670,3176,3846
211,2011-07-30,3_Summer,0,7,False,Saturday,False,good,0.9283521773337191,0.8525136435282368,0.4790056555269923,0.3012862232830514,1559,2916,4475
212,2011-07-31,3_Summer,0,7,False,Sunday,False,good,0.9304280951174064,0.8541662509989152,0.49442982005141395,0.2936090013983511,1524,2778,4302
213,2011-08-01,3_Summer,0,8,False,Monday,True,good,0.8878555819136473,0.8193761728393765,0.5664092544987147,0.2769186715437504,729,3537,4266
214,2011-08-02,3_Summer,0,8,False,Tuesday,True,good,0.9023919905958182,0.8243366205214206,0.5051413881748072,0.37820893546989903,801,4044,4845
215,2011-08-03,3_Summer,0,8,False,Wednesday,True,medium,0.8380136183197127,0.7887195823090405,0.6760925449871465,0.23334981888229633,467,3107,3574
216,2011-08-04,3_Summer,0,8,False,Thursday,True,medium,0.8110154726899682,0.7688344746257152,0.7789203084832905,0.36027342784452515,799,3777,4576
217,2011-08-05,3_Summer,0,8,False,Friday,True,good,0.812053431581812,0.7580433022536368,0.6486714652956298,0.33459885175643256,1023,3843,4866
218,2011-08-06,3_Summer,0,8,False,Saturday,False,medium,0.8193228819719873,0.7837538840869783,0.7763496143958869,0.4243877137237351,1521,2773,4294
219,2011-08-07,3_Summer,0,8,False,Sunday,False,good,0.8515120681100401,0.835127792893499,0.7742077120822621,0.3692143814734041,1298,2487,3785
220,2011-08-08,3_Summer,0,8,False,Monday,True,good,0.8795481726316283,0.8193643591243359,0.6088257069408741,0.3500172036564522,846,3480,4326
221,2011-08-09,3_Summer,0,8,False,Tuesday,True,good,0.8920086635301119,0.8467170473483198,0.5865470437017994,0.2653822231906939,907,3695,4602
222,2011-08-10,3_Summer,0,8,False,Wednesday,True,good,0.8816253364644056,0.7953431385417989,0.436161439588689,0.36668073332724493,884,3896,4780
223,2011-08-11,3_Summer,0,8,False,Thursday,True,good,0.820360840863831,0.7514197460208782,0.43573264781491006,0.2935739550041407,812,3980,4792
224,2011-08-12,3_Summer,0,8,False,Friday,True,good,0.8089383088571911,0.7547288988672485,0.4267352185089974,0.21281263187494298,1051,3854,4905
225,2011-08-13,3_Summer,0,8,False,Saturday,False,medium,0.7809022043356029,0.7439862939903369,0.750213881748072,0.3897618762437605,1504,2646,4150
226,2011-08-14,3_Summer,0,8,False,Sunday,False,medium,0.7694809183780528,0.7158040204435027,0.8406169665809768,0.41280797276606557,1338,2482,3820
227,2011-08-15,3_Summer,0,8,False,Monday,True,good,0.7559812225386356,0.7050128480714242,0.7322190231362469,0.3846079947422163,775,3563,4338
228,2011-08-16,3_Summer,0,8,False,Tuesday,True,good,0.7995929406833284,0.7439587286552422,0.5946868894601542,0.4410429971841254,721,4004,4725
229,2011-08-17,3_Summer,0,8,False,Wednesday,True,good,0.8276290452049165,0.771306166339208,0.5916884318766067,0.2500154101056896,668,4026,4694
230,2011-08-18,3_Summer,0,8,False,Thursday,True,good,0.8130926365227455,0.7655135080643044,0.6730930591259641,0.4346088915175976,639,3166,3805
231,2011-08-19,3_Summer,0,8,False,Friday,True,medium,0.7798642454437592,0.7273985254383414,0.7433593830334191,0.24102910231959715,797,3356,4153
232,2011-08-20,3_Summer,0,8,False,Saturday,False,good,0.7954398590668638,0.7481053426344899,0.6932308483290488,0.1692025481614765,1914,3277,5191
233,2011-08-21,3_Summer,0,8,False,Sunday,False,good,0.812053431581812,0.7829282366691415,0.7917737789203085,0.46665778824680004,1249,2624,3873
234,2011-08-22,3_Summer,0,8,False,Monday,True,good,0.7881716547257783,0.7340050174160412,0.4832904884318766,0.5243730148536927,833,3925,4758
235,2011-08-23,3_Summer,0,8,False,Tuesday,True,good,0.7248299952924265,0.691755234525871,0.468295115681234,0.256397976957202,1281,4614,5895
236,2011-08-24,3_Summer,0,8,False,Wednesday,True,good,0.7653265907124983,0.7240788715119351,0.622107969151671,0.47563378826988945,949,4181,5130
237,2011-08-25,3_Summer,0,8,False,Thursday,True,medium,0.7788262865519154,0.7439810434503189,0.7934879177377893,0.3884816520787769,435,3107,3542
238,2011-08-26,3_Summer,0,8,False,Friday,True,good,0.7985549817914845,0.7621991046779161,0.7827763496143959,0.12693144286211122,768,3893,4661
239,2011-08-27,3_Summer,0,8,False,Saturday,False,medium,0.7736339999945174,0.7304635281738727,0.8740359897172236,0.7281925358189612,226,889,1115
240,2011-08-28,3_Summer,0,8,False,Sunday,False,good,0.8073508423167242,0.7467441401348127,0.5776503856041131,0.5819088863843316,1415,2919,4334
241,2011-08-29,3_Summer,0,8,False,Monday,True,good,0.7196389547841182,0.6942374273193997,0.5702652956298201,0.28332597702647017,729,3905,4634
242,2011-08-30,3_Summer,0,8,False,Tuesday,True,good,0.7227540775087392,0.6768397629696215,0.5638385604113111,0.21154890013076433,775,4429,5204
243,2011-08-31,3_Summer,0,8,False,Wednesday,True,good,0.7445599365810855,0.6983892918386656,0.6148246786632392,0.12563431396580257,688,4370,5058
244,2011-09-01,3_Summer,0,9,False,Thursday,True,good,0.7424827727483083,0.7033773048558045,0.6572411311053985,0.24615824518993398,783,4332,5115
245,2011-09-02,3_Summer,0,9,False,Friday,True,medium,0.7279451180170475,0.6901026270551927,0.7476431876606684,0.24230932648458076,875,3852,4727
246,2011-09-03,3_Summer,0,9,False,Saturday,False,good,0.76013555020419,0.7273880243583053,0.7369326478149101,0.33589556834222106,1935,2549,4484
247,2011-09-04,3_Summer,0,9,False,Sunday,False,good,0.8099775137981247,0.7696758736636063,0.76306735218509,0.37948091342448015,2521,2419,4940
248,2011-09-05,3_Summer,0,9,True,Monday,False,medium,0.7653265907124983,0.7174553152791765,0.8127681233933163,0.3923223245737277,1236,2115,3351
249,2011-09-06,3_Summer,0,9,False,Tuesday,True,poor,0.5991871274157465,0.5724800295710414,0.9120380462724935,0.6628949187469966,204,2506,2710
250,2011-09-07,3_Summer,0,9,False,Wednesday,True,poor,0.6729121139148047,0.6105845111169683,0.943015938303342,0.1538518151867571,118,1878,1996
251,2011-09-08,3_Summer,0,9,False,Thursday,True,poor,0.7162073355906757,0.625196763987176,0.966133676092545,0.35119847329660614,153,1689,1842
252,2011-09-09,3_Summer,0,9,False,Friday,True,medium,0.7362525272990665,0.6561552605685494,0.923307969151671,0.2102521835449758,417,3127,3544
253,2011-09-10,3_Summer,0,9,False,Saturday,False,good,0.7487130181975501,0.6942426778594178,0.7750642673521851,0.27050930450843,1750,3595,5345
254,2011-09-11,3_Summer,0,9,False,Sunday,False,good,0.7404056089155311,0.6959057864101322,0.7339331619537275,0.1910282055442159,1633,3413,5046
255,2011-09-12,3_Summer,0,9,False,Monday,True,good,0.7292098578432435,0.6865873905131143,0.7117470437017994,0.13713715901146906,690,4023,4713
256,2011-09-13,3_Summer,0,9,False,Tuesday,True,good,0.7372904861909102,0.6884565827595368,0.7326478149100257,0.24617473761073894,701,4062,4763
257,2011-09-14,3_Summer,0,9,False,Wednesday,True,good,0.7653265907124983,0.7191013595748322,0.7167948586118252,0.29873608271608737,647,4138,4785
258,2011-09-15,3_Summer,0,9,False,Thursday,True,medium,0.6459139682850601,0.6229784108295539,0.7292205655526993,0.5128200740798312,428,3231,3659
259,2011-09-16,3_Summer,0,9,False,Friday,True,medium,0.5109257322345174,0.5019587139537302,0.6071125964010283,0.29231022325996203,742,4018,4760
260,2011-09-17,3_Summer,0,9,False,Saturday,False,medium,0.5389618367561055,0.5243220765255706,0.7386457583547559,0.344863322154908,1434,3077,4511
261,2011-09-18,3_Summer,0,9,False,Sunday,False,good,0.5586905319956746,0.5401065124548059,0.7146529562982005,0.3217904254487949,1353,2921,4274
262,2011-09-19,3_Summer,0,9,False,Monday,True,medium,0.6106096594223864,0.5914804212613267,0.7095115681233933,0.2666624473556774,691,3848,4539
263,2011-09-20,3_Summer,0,9,False,Tuesday,True,medium,0.6261852730454911,0.5948171394427917,0.9061696658097687,0.23205310229650777,438,3203,3641
264,2011-09-21,3_Summer,0,9,False,Wednesday,True,medium,0.6677198273574064,0.6188593621854008,0.9254498714652957,0.15258066185321625,539,3813,4352
265,2011-09-22,3_Summer,0,9,False,Thursday,True,medium,0.709254381669322,0.624674335255381,0.9275917737789203,0.2179747595868896,555,4240,4795
266,2011-09-23,4_Fall,0,9,False,Friday,True,medium,0.6853726048132882,0.5815700269772746,1.0,0.1153954068195748,258,2137,2395
267,2011-09-24,4_Fall,0,9,False,Saturday,False,medium,0.6822574820886673,0.637077423412998,0.8868894601542416,0.11542962859274505,1776,3647,5423
268,2011-09-25,4_Fall,0,9,False,Sunday,False,medium,0.7165238320594973,0.6478738463250944,0.8688946015424165,0.05769770340978736,1544,3466,5010
269,2011-09-26,4_Fall,0,9,False,Monday,True,medium,0.7352145684072229,0.6694076235740845,0.872321850899743,0.18205220552112653,684,3946,4630
270,2011-09-27,4_Fall,0,9,False,Tuesday,True,medium,0.7196389547841182,0.6503521012136098,0.910454498714653,0.1974540650003412,477,3643,4120
271,2011-09-28,4_Fall,0,9,False,Wednesday,True,medium,0.717561790951341,0.6511829991714647,0.8727506426735219,0.2602448341099546,480,3427,3907
272,2011-09-29,4_Fall,0,9,False,Thursday,True,good,0.6947179729871509,0.6503350369585512,0.7189377892030848,0.3102457308853359,653,4186,4839
273,2011-09-30,4_Fall,0,9,False,Friday,True,good,0.6293003957701119,0.6113720921196745,0.6658097686375322,0.379497405845285,830,4372,5202
274,2011-10-01,4_Fall,0,10,False,Saturday,False,medium,0.43720074573545925,0.43814890111447957,0.7750642673521851,0.5564219115828952,480,1949,2429
275,2011-10-02,4_Fall,0,10,False,Sunday,False,medium,0.37074520962657653,0.3494856570998327,0.814053470437018,0.4115298101536826,616,2302,2918
276,2011-10-03,4_Fall,0,10,False,Monday,True,medium,0.4050115595974065,0.41082377822559046,0.7823475578406169,0.12566008337331028,330,3240,3570
277,2011-10-04,4_Fall,0,10,False,Tuesday,True,good,0.5296164685822429,0.5169004382100699,0.7300771208226221,0.3782171816803015,486,3970,4456
278,2011-10-05,4_Fall,0,10,False,Wednesday,True,good,0.5971099635829692,0.5881502662548843,0.666238560411311,0.3192485310922333,559,4267,4826
279,2011-10-06,4_Fall,0,10,False,Thursday,True,good,0.5420769594807265,0.5268331472891986,0.6383886889460154,0.23205310229650777,639,4126,4765
280,2011-10-07,4_Fall,0,10,False,Friday,True,good,0.5628436136121393,0.558308822062349,0.7035136246786633,0.0,949,4036,4985
281,2011-10-08,4_Fall,0,10,False,Saturday,False,good,0.5763433094515564,0.5699098902322103,0.7210796915167096,0.04744147922171443,2235,3174,5409
282,2011-10-09,4_Fall,0,10,False,Sunday,False,good,0.6002250863075902,0.5840089028156545,0.7480719794344474,0.08464384514194101,2397,3114,5511
283,2011-10-10,4_Fall,0,10,True,Monday,False,good,0.6376065590030411,0.608872835071087,0.7544987146529564,0.04105066615979963,1514,3603,5117
284,2011-10-11,4_Fall,0,10,False,Tuesday,True,medium,0.6324155184947329,0.613035200670389,0.8316195372750643,0.2487269397303036,667,3896,4563
285,2011-10-12,4_Fall,0,10,False,Wednesday,True,poor,0.6033402090322111,0.5757839318773935,0.9318766066838047,0.465412610476027,217,2199,2416
286,2011-10-13,4_Fall,0,10,False,Thursday,True,medium,0.660451623016321,0.6205277212761332,0.9220226221079693,0.2461396912165284,290,2623,2913
287,2011-10-14,4_Fall,0,10,False,Friday,True,medium,0.6126855772060739,0.5914804212613267,0.7365038560411312,0.4153849135168377,529,3115,3644
288,2011-10-15,4_Fall,0,10,False,Saturday,False,good,0.557652573103831,0.5508543678717356,0.4970005141388175,0.48589001245796243,1899,3318,5217
289,2011-10-16,4_Fall,0,10,False,Sunday,False,good,0.5638828185530728,0.5566680283067114,0.500428791773779,0.5346127466209607,1748,3293,5041
290,2011-10-17,4_Fall,0,10,False,Monday,True,good,0.591918923074661,0.5666059879258581,0.595972236503856,0.3153913661764776,713,3857,4570
291,2011-10-18,4_Fall,0,10,False,Tuesday,True,medium,0.5898417592418838,0.5823523574399626,0.7215084832904886,0.18078847377694787,637,4111,4748
292,2011-10-19,4_Fall,0,10,False,Wednesday,True,poor,0.6013540067829928,0.5707053470449435,0.9205316195372751,0.4554944809144553,254,2170,2424
293,2011-10-20,4_Fall,0,10,False,Thursday,True,good,0.5192318954674466,0.5085875207265067,0.6542416452442159,0.8243804570585809,471,3724,4195
294,2011-10-21,4_Fall,0,10,False,Friday,True,good,0.45900660480780564,0.4522374126178877,0.5904030848329049,0.4102578321991015,676,3628,4304
295,2011-10-22,4_Fall,0,10,False,Saturday,False,good,0.4527763593585638,0.45472616858643905,0.6469583547557841,0.14487560900840768,1499,2809,4308
296,2011-10-23,4_Fall,0,10,False,Sunday,False,good,0.45173840046672015,0.45057955460719135,0.7622107969151671,0.15898858580171618,1619,2762,4381
297,2011-10-24,4_Fall,0,10,False,Monday,True,good,0.5036562818443421,0.4961726188538491,0.7939156812339332,0.1987342891653248,699,3488,4187
298,2011-10-25,4_Fall,0,10,False,Tuesday,True,good,0.5140408549591383,0.5044527204622995,0.6405316195372751,0.2974125659464908,695,3992,4687
299,2011-10-26,4_Fall,0,10,False,Wednesday,True,medium,0.5296164685822429,0.5168846865900157,0.7407886889460155,0.26027163429376265,404,3490,3894
300,2011-10-27,4_Fall,0,10,False,Thursday,True,medium,0.5119636911263611,0.4961450535187544,0.8359043701799487,0.3615371595887038,240,2419,2659
301,2011-10-28,4_Fall,0,10,False,Friday,True,medium,0.33855477743943385,0.31469426630528946,0.6023989717223651,0.4269213618698942,456,3291,3747
302,2011-10-29,4_Fall,0,10,False,Saturday,False,poor,0.24302517791711925,0.19537705703031555,0.9074550128534704,0.6782081314643847,57,570,627
303,2011-10-30,4_Fall,0,10,False,Sunday,False,good,0.32401836875726286,0.31799816861164165,0.641388174807198,0.3179435682960423,885,2446,3331
304,2011-10-31,4_Fall,0,10,False,Monday,True,good,0.34997730944607386,0.3635912328582995,0.7232215938303342,0.1730844517084396,362,3307,3669
305,2011-11-01,4_Fall,0,11,False,Tuesday,True,good,0.4257782137288193,0.417442083918331,0.7030848329048843,0.2333250802510889,410,3658,4068
306,2011-11-02,4_Fall,0,11,False,Wednesday,True,good,0.3967041503153875,0.40831270746196247,0.7390745501285347,0.12307469025687567,370,3816,4186
307,2011-11-03,4_Fall,0,11,False,Thursday,True,good,0.4351235819026821,0.42903658891316965,0.7219362467866324,0.2358937747914585,318,3656,3974
308,2011-11-04,4_Fall,0,11,False,Friday,True,medium,0.42889333645344024,0.42571693498676333,0.6401028277634963,0.5141250368760222,470,3576,4046
309,2011-11-05,4_Fall,0,11,False,Saturday,False,good,0.33336373693112564,0.3213125719980299,0.5338478149100258,0.34359959041072935,1156,2770,3926
310,2011-11-06,4_Fall,0,11,False,Sunday,False,good,0.3603606365117803,0.37185427021169126,0.7553552699228792,0.14361290804052934,952,2697,3649
311,2011-11-07,4_Fall,0,11,False,Monday,True,good,0.41851000938773386,0.4224077821403931,0.7802056555269924,0.07181068020309594,373,3662,4035
312,2011-11-08,4_Fall,0,11,False,Tuesday,True,good,0.4351235819026821,0.4373390053166968,0.7420740359897172,0.09616277029789233,376,3829,4205
313,2011-11-09,4_Fall,0,11,False,Wednesday,True,good,0.42474025483697564,0.433181890257413,0.7797768637532134,0.0820582458702463,305,3804,4109
314,2011-11-10,4_Fall,0,11,False,Thursday,True,medium,0.3998192730400084,0.3867697417679408,0.8363321336760925,0.34360989817373244,190,2743,2933
315,2011-11-11,4_Fall,0,11,True,Friday,False,good,0.3302486142065047,0.29894920942618947,0.45886889460154245,0.6025573972321183,440,2928,3368
316,2011-11-12,4_Fall,0,11,False,Saturday,False,good,0.37074520962657653,0.36605767403177414,0.5685521850899743,0.391015300224936,1275,2792,4067
317,2011-11-13,4_Fall,0,11,False,Sunday,False,good,0.47562017732275386,0.46136547643925174,0.4712935732647815,0.5346209928313632,1004,2713,3717
318,2011-11-14,4_Fall,0,11,False,Monday,True,good,0.5867266365172629,0.5848345502334914,0.6036843187660669,0.585902113771728,595,3891,4486
319,2011-11-15,4_Fall,0,11,False,Tuesday,True,medium,0.5867266365172629,0.562476438201669,0.7082262210796915,0.3653922629518589,449,3746,4195
320,2011-11-16,4_Fall,0,11,False,Wednesday,True,poor,0.49535011861141287,0.48950574566594174,0.9562982005141389,0.23591851342266595,145,1672,1817
321,2011-11-17,4_Fall,0,11,False,Thursday,True,medium,0.3520544732788511,0.32048167404017497,0.5921161953727507,0.5833581578625658,139,2914,3053
322,2011-11-18,4_Fall,0,11,False,Friday,True,good,0.2679461597140866,0.25419360631240917,0.4215938303341903,0.3012779770726489,245,3147,3392
323,2011-11-19,4_Fall,0,11,False,Saturday,False,good,0.33647885965574653,0.32213821941586696,0.5162807197943444,0.4166486452610163,943,2720,3663
324,2011-11-20,4_Fall,0,11,False,Sunday,False,medium,0.5036562818443421,0.4961608051388085,0.7039413881748073,0.33718403871760716,787,2733,3520
325,2011-11-21,4_Fall,0,11,False,Monday,True,poor,0.4839275866047729,0.480414435624704,0.9357326478149101,0.23844391535842263,220,2545,2765
326,2011-11-22,4_Fall,0,11,False,Tuesday,True,poor,0.4455081550174783,0.44974340610931834,0.9897172236503857,0.1987342891653248,69,1538,1607
327,2011-11-23,4_Fall,0,11,False,Wednesday,True,medium,0.47562017732275386,0.4613484121841931,0.7793491002570694,0.6461592347351823,112,2454,2566
328,2011-11-24,4_Fall,0,11,True,Thursday,False,good,0.3915118637579894,0.385128948012303,0.5646961439588689,0.29874432892648983,560,935,1495
329,2011-11-25,4_Fall,0,11,False,Friday,True,good,0.3935890275907665,0.3958925550492868,0.6619537275064268,0.1577172263129153,1095,1697,2792
330,2011-11-26,4_Fall,0,11,False,Saturday,False,good,0.3946269864826102,0.4016891512292039,0.7009429305912597,0.09489141080909141,1249,1819,3068
331,2011-11-27,4_Fall,0,11,False,Sunday,False,good,0.49846524133603376,0.4945095103031346,0.718080205655527,0.3846079947422163,810,2261,3071
332,2011-11-28,4_Fall,0,11,False,Monday,True,good,0.5536789225563046,0.5395617689279342,0.764054498714653,0.24683031133773534,253,3614,3867
333,2011-11-29,4_Fall,0,11,False,Tuesday,True,medium,0.4974260363951002,0.488701100408177,0.8543269922879178,0.4859085664313679,96,2818,2914
334,2011-11-30,4_Fall,0,11,False,Wednesday,True,good,0.3312865730983484,0.30473005398605246,0.6306766066838047,0.5128448127110387,188,3425,3613
335,2011-12-01,4_Fall,0,12,False,Thursday,True,good,0.31571095947524386,0.297291351415493,0.5394169665809769,0.4077056300795368,182,3545,3727
336,2011-12-02,4_Fall,0,12,False,Friday,True,good,0.3177881233080211,0.33126103269721285,0.6435300771208227,0.16154800335538302,268,3672,3940
337,2011-12-03,4_Fall,0,12,False,Saturday,False,good,0.29909738696029564,0.3039201581882696,0.6302488431876607,0.1513006438434927,706,2908,3614
338,2011-12-04,4_Fall,0,12,False,Sunday,False,good,0.33855477743943385,0.35445135532189487,0.7977717223650386,0.12692278434118864,634,2851,3485
339,2011-12-05,4_Fall,0,12,False,Monday,True,medium,0.40708747738109385,0.4132902193990652,0.8504709511568124,0.08208401527775405,233,3578,3811
340,2011-12-06,4_Fall,0,12,False,Tuesday,True,poor,0.5026183229524984,0.49529709130584076,0.9764349614395886,0.43332042114221153,126,2468,2594
341,2011-12-07,4_Fall,0,12,False,Wednesday,True,poor,0.43720074573545925,0.4215873852625742,0.9978580976863753,0.5025720961021607,50,655,705
342,2011-12-08,4_Fall,0,12,False,Thursday,True,good,0.2575615865992903,0.2334762880362245,0.596401028277635,0.4487305268318287,150,3172,3322
343,2011-12-09,4_Fall,0,12,False,Friday,True,good,0.2887128138454994,0.3130272198495615,0.7155095115681235,0.12436316063226174,261,3359,3620
344,2011-12-10,4_Fall,0,12,False,Saturday,False,good,0.26898411860593024,0.24591219206895426,0.5218508997429305,0.4346356917014056,502,2688,3190
345,2011-12-11,4_Fall,0,12,False,Sunday,False,good,0.2014893775561139,0.22850927717915787,0.5038560411311055,0.09101754731727069,377,2366,2743
346,2011-12-12,4_Fall,0,12,False,Monday,True,good,0.2232952366284603,0.25087920292602095,0.6898025706940875,0.08464384514194101,143,3167,3310
347,2011-12-13,4_Fall,0,12,False,Tuesday,True,good,0.2783294867797929,0.291494755235576,0.6066838046272494,0.24358955064956436,155,3368,3523
348,2011-12-14,4_Fall,0,12,False,Wednesday,True,medium,0.32194120492448564,0.3403562806434641,0.6825192802056556,0.07950707452698191,178,3562,3740
349,2011-12-15,4_Fall,0,12,False,Thursday,True,medium,0.4527763593585638,0.43732719160165623,0.6520997429305914,0.5064210148075139,181,3528,3709
350,2011-12-16,4_Fall,0,12,False,Friday,True,medium,0.3935890275907665,0.36852936574526685,0.5145676092544987,0.4910274015387017,178,3399,3577
351,2011-12-17,4_Fall,0,12,False,Saturday,False,medium,0.24821621842542752,0.2235435789570957,0.5766920308483291,0.45513989386714904,275,2464,2739
352,2011-12-18,4_Fall,0,12,False,Sunday,False,good,0.2232952366284603,0.21856606701999298,0.6028277634961441,0.3038466716130186,220,2211,2431
353,2011-12-19,4_Fall,0,12,False,Monday,True,good,0.2710612824387075,0.26497296496944706,0.6555269922879178,0.3102725310691439,260,3143,3403
354,2011-12-20,4_Fall,0,12,False,Tuesday,True,medium,0.40708747738109385,0.41660987332547145,0.6122539845758355,0.08076977549486031,216,3534,3750
355,2011-12-21,1_Winter,0,12,False,Wednesday,True,medium,0.46004456369964936,0.4580405719728273,0.8826046272493574,0.410266078409504,107,2553,2660
356,2011-12-22,1_Winter,0,12,False,Thursday,True,medium,0.4538143182504075,0.4555518160042761,0.7789203084832905,0.051298231826949925,227,2841,3068
357,2011-12-23,1_Winter,0,12,False,Friday,True,good,0.3915118637579894,0.3917472537050435,0.705655526992288,0.519210887141746,163,2046,2209
358,2011-12-24,1_Winter,0,12,False,Saturday,False,good,0.30325046857676025,0.28900599926702464,0.557840616966581,0.3461600387406965,155,856,1011
359,2011-12-25,1_Winter,0,12,False,Sunday,False,good,0.2687137259534331,0.2636970837450632,0.7005696658097686,0.2735665870151461,303,451,754
360,2011-12-26,1_Winter,0,12,True,Monday,False,good,0.3272232070163529,0.31039276139550953,0.5212925449871466,0.44750802613966245,430,887,1317
361,2011-12-27,1_Winter,0,12,False,Tuesday,True,medium,0.3312865730983484,0.32627301968007405,0.7840616966580977,0.3423379202191513,103,1059,1162
362,2011-12-28,1_Winter,0,12,False,Wednesday,True,good,0.2990512831439712,0.2637141480001218,0.518162467866324,0.5598543966629236,255,2047,2302
363,2011-12-29,1_Winter,0,12,False,Thursday,True,good,0.23575572752694396,0.24260435185758855,0.5904030848329049,0.20001245177770777,254,2169,2423
364,2011-12-30,1_Winter,0,12,False,Friday,True,good,0.3146730005834002,0.31469426630528946,0.6546704370179949,0.2307811243419267,491,2508,2999
365,2011-12-31,1_Winter,0,12,False,Saturday,False,good,0.43720074573545925,0.43980019595015346,0.6332473007712083,0.40769738386913434,665,1820,2485
366,2012-01-01,1_Winter,1,1,False,Sunday,False,good,0.38735878214152475,0.3892637482765102,0.712082262210797,0.35000071123564724,686,1608,2294
367,2012-01-02,1_Winter,1,1,True,Monday,False,good,0.26654560053709697,0.22739353742532414,0.3920863753213368,0.6334600707153774,244,1707,1951
368,2012-01-03,1_Winter,1,1,False,Tuesday,True,good,0.11322798237488485,0.06196346044190637,0.4537275064267352,0.7076883336532177,89,2147,2236
369,2012-01-04,1_Winter,1,1,False,Wednesday,True,medium,0.060270896056329404,0.05285639878061449,0.4263064267352185,0.334607097966835,95,2273,2368
370,2012-01-05,1_Winter,1,1,False,Thursday,True,good,0.2575615865992903,0.2616638121230768,0.538989203084833,0.22181337052923975,140,3132,3272
371,2012-01-06,1_Winter,1,1,False,Friday,True,good,0.3427091051049883,0.3428568503270561,0.5574118251928021,0.2999895066972629,307,3791,4098
372,2012-01-07,1_Winter,1,1,False,Saturday,False,good,0.41643284555495663,0.409160669674876,0.5467012853470438,0.31411114201149404,1070,3451,4521
373,2012-01-08,1_Winter,1,1,False,Sunday,False,good,0.34686218672145297,0.34284503661201554,0.47814910025706947,0.3487122408602612,599,2826,3425
374,2012-01-09,1_Winter,1,1,False,Monday,True,medium,0.20564370522166842,0.22106007352856238,0.7215084832904886,0.15772588483383784,106,2270,2376
375,2012-01-10,1_Winter,1,1,False,Tuesday,True,good,0.3109709887374607,0.31471264319535264,0.6648041131105399,0.34048664598379663,173,3425,3598
